YEAR,TEAM NO,TEAM,SEED,ROUND,O RATE,D RATE,RELATIVE RATING,OPPONENT ADJUST,PACE ADJUST,O RATE RANK,D RATE RANK,TRUE TEMPO,TRUE TEMPO RANK,INJURY RANK,HOME RANK,ROSTER RANK,KILLSHOTS PER GAME,KILL SHOTS CONCEDED PER GAME,KILLSHOTS MARGIN,TOTAL KILL SHOTS,TOTAL KILL SHOTS CONCEDED,RELATIVE RATING RANK,OPPONENT ADJUST RANK,PACE ADJUST RANK,KILLSHOTS PER GAME RANK,KILL SHOTS CONCEDED PER GAME RANK,KILLSHOTS MARGIN RANK,TOTAL KILL SHOTS RANK,TOTAL KILL SHOTS CONCEDED RANK
2025,1100,Robert Morris,15,64,0.178972764,1.06135214,1.240324904,18.63862819,-35.92585472,169,147,69.04977213,123,,247,,0.470588235,0.352941176,0.117647059,16,12,142,115,307,176,100,122,152,123
2025,1099,Saint Francis,16,68,-5.986275542,-5.326037632,-11.31231317,-28.37239483,2.642280037,291,296,68.12197321,186,,220,,0.483870968,0.612903226,-0.129032258,15,19,301,316,160,162,293,239,181,297
2025,1098,Saint Mary's,7,32,8.460282542,13.11200109,21.57228363,34.94456388,-38.25468142,50,9,63.14907826,359,,345,,0.764705882,0.235294118,0.529411765,26,8,19,67,312,24,19,16,26,30
2025,1097,San Diego St.,11,68,2.909565425,10.86908817,13.77865359,96.83303966,-31.340907,112,17,66.52999921,283,,117,,0.666666667,0.366666667,0.3,20,11,53,2,296,47,108,55,74,99
2025,1096,SIU Edwardsville,16,64,-5.154561446,0.577752583,-4.576808863,28.62904463,-53.17654118,274,159,67.38301045,230,,150,,0.451612903,0.516129032,-0.064516129,14,16,222,85,337,196,222,208,202,239
2025,1095,St. John's,2,32,9.082371914,17.77128286,26.85365478,66.63808647,28.0838463,45,2,70.56875729,55,,342,,0.75,0.222222222,0.527777778,27,8,6,18,77,26,15,17,20,30
2025,1094,Tennessee,2,8,12.24587113,13.99272814,26.23859928,11.31195247,-20.5133921,18,5,64.3988115,355,,91,,0.526315789,0.236842105,0.289473684,20,9,7,144,266,123,21,59,74,48
2025,1093,Texas,11,68,9.698662776,6.393226526,16.0918893,-84.42157044,-10.88235624,36,56,68.29588958,174,,252,,0.8,0.314285714,0.485714286,28,11,43,363,231,17,70,19,17,99
2025,1092,Texas A&M,4,32,9.082969206,11.30184009,20.3848093,-9.635270969,-67.07635249,44,15,67.56057663,216,,46,,0.794117647,0.264705882,0.529411765,27,9,24,241,351,19,37,16,20,48
2025,1091,Texas Tech,3,8,16.40229942,8.744771866,25.14707128,-10.4969535,-30.01958163,5,33,66.80018164,268,,329,,0.594594595,0.27027027,0.324324324,22,10,9,244,293,74,38,48,52,74
2025,1090,Troy,14,64,0.518439031,6.519103696,7.037542727,-8.766726035,-19.2180385,164,55,67.59015527,215,,304,,0.53125,0.46875,0.0625,17,15,94,238,258,116,188,148,129,210
2025,1089,UC San Diego,12,64,7.802734677,8.449802855,16.25253753,-0.26897155,-5.1470766,55,35,66.83278676,267,,245,,1.060606061,0.303030303,0.757575758,35,10,42,199,195,3,59,4,7,74
2025,1088,UCLA,7,32,9.5601857,9.703458432,19.26364413,-27.24634456,-8.838628459,39,22,65.88595184,308,,17,,0.970588235,0.382352941,0.588235294,33,13,30,312,221,7,116,12,9,149
2025,1087,UNC Wilmington,14,64,5.692237449,0.581921532,6.274158981,35.10946727,17.20434922,73,158,66.6844528,277,,237,,0.515151515,0.393939394,0.121212121,17,13,97,65,113,136,123,119,129,149
2025,1086,Utah St.,10,64,11.42533446,1.556495823,12.98183029,-60.22391544,-34.58261834,20,131,68.35628701,167,,41,,0.666666667,0.303030303,0.363636364,22,10,57,356,303,47,59,41,52,74
2025,1085,Vanderbilt,10,64,9.222568985,3.866913397,13.08948238,-49.88580346,-47.26874973,42,89,70.17060062,65,,82,,0.575757576,0.575757576,0,19,19,56,349,329,85,275,187,89,297
2025,1084,VCU,11,64,9.372556448,11.39393405,20.76649049,4.010158658,-24.90410154,40,14,67.41492391,227,,83,,0.735294118,0.264705882,0.470588235,25,9,22,178,273,30,37,22,33,48
2025,1083,Wisconsin,3,32,13.77821887,9.366268295,23.14448717,71.28668116,-8.216080896,13,25,68.13652116,183,,193,,0.621621622,0.243243243,0.378378378,23,9,14,14,215,59,25,34,40,48
2025,1082,Wofford,15,64,5.706588339,-2.377597682,3.328990657,-23.66797692,43.05352076,72,227,65.09935402,340,,352,,0.575757576,0.727272727,-0.151515152,19,24,120,300,44,85,333,244,89,347
2025,1081,Xavier,11,64,9.865227609,7.704385792,17.5696134,-5.769314123,6.056975917,33,41,69.58322404,95,,92,,0.617647059,0.352941176,0.264705882,21,12,34,224,148,62,100,67,61,123
2025,1080,Yale,13,64,10.4464887,4.672338297,15.118827,31.68730202,-9.325089862,27,80,68.2644786,177,,52,,1.068965517,0.344827586,0.724137931,31,10,47,76,225,2,95,5,13,74
2024,1079,Akron,14,64,1.571161334,4.051458401,5.622619735,29.9872312,12.94606373,145,93,67.22201103,272,,119,,0.46875,0.34375,0.125,15,11,107,83,109,160,96,120,161,114
2024,1078,Alabama,4,4,17.07171526,4.204443032,21.27615829,-52.74366707,-74.35624766,5,91,73.34701841,11,,8,,0.810810811,0.432432432,0.378378378,30,16,14,358,357,18,169,35,10,249
2024,1077,Arizona,2,16,15.64958991,11.7802939,27.42988381,0.665281956,52.80213822,7,7,73.0511356,16,,13,,0.861111111,0.305555556,0.555555556,31,11,5,175,11,10,62,10,6,114
2024,1076,Auburn,4,64,15.65109681,13.43101324,29.08211005,22.35548713,-23.47249742,6,4,70.41394036,77,,140,,0.857142857,0.2,0.657142857,30,7,2,104,285,12,14,3,10,22
2024,1075,Baylor,3,32,15.36230563,4.97064039,20.33294602,-54.54997727,-4.941498966,8,71,66.77603276,295,,40,,0.617647059,0.264705882,0.352941176,21,9,16,359,205,60,42,36,58,60
2024,1074,Boise St.,10,68,7.073674535,5.491291107,12.56496564,-50.33968418,-42.66831705,55,59,67.38996204,265,,118,,0.387096774,0.193548387,0.193548387,12,6,51,356,332,231,10,89,240,13
2024,1073,BYU,6,64,11.7108456,6.034779983,17.74562559,-39.63147086,-35.90785063,17,48,69.99939087,94,,12,,0.84375,0.3125,0.53125,27,10,22,351,320,13,70,15,19,79
2024,1072,Clemson,6,8,10.27292041,5.642274524,15.91519493,49.44702023,32.97909982,24,56,67.53291835,254,,238,,0.5,0.25,0.25,18,9,33,34,37,132,33,74,95,60
2024,1071,Colgate,14,64,1.48794564,3.762986417,5.250932057,-16.13754811,-10.22086179,148,98,67.16392408,274,,195,,0.676470588,0.382352941,0.294117647,23,13,111,291,233,41,129,58,40,169
2024,1070,College of Charleston,13,64,7.380658364,1.227125192,8.607783555,15.14560923,-55.90877809,51,140,71.23254522,47,,328,,0.575757576,0.393939394,0.181818182,19,13,87,118,348,84,141,92,81,169
2024,1069,Colorado,10,32,9.711595976,6.613744795,16.32534077,-32.72075623,-45.76068773,28,38,68.61444506,178,,35,,0.638888889,0.388888889,0.25,23,14,30,341,338,47,136,74,40,198
2024,1068,Colorado St.,10,64,7.442845726,5.059480421,12.50232615,44.96456597,27.95890454,50,68,67.23858395,270,,43,,0.617647059,0.323529412,0.294117647,21,11,52,44,49,60,80,58,58,114
2024,1067,Connecticut,1,1,19.17538277,11.66457403,30.83995679,51.13908685,45.62553593,1,8,65.90650721,328,,29,,0.9,0.25,0.65,36,10,1,33,20,5,33,4,2,79
2024,1066,Creighton,3,16,13.87230863,8.375423164,22.24773179,-9.137141607,-6.795334883,11,22,67.8718376,237,,95,,0.857142857,0.314285714,0.542857143,30,11,11,253,220,12,72,11,10,114
2024,1065,Dayton,7,32,9.92825498,4.601789493,14.53004447,-5.793942752,16.72316208,26,78,65.68136849,336,,142,,0.787878788,0.393939394,0.393939394,26,13,40,229,91,21,141,31,24,169
2024,1064,Drake,10,64,8.827020639,4.494566794,13.32158743,51.55418945,2.76953486,33,81,68.64053589,177,,24,,0.757575758,0.303030303,0.454545455,25,10,46,32,173,25,60,25,28,79
2024,1063,Duke,4,8,14.72969761,9.146845276,23.87654289,-12.32388815,-74.22389041,10,21,67.65602458,247,,282,,0.5,0.166666667,0.333333333,18,6,9,272,356,132,5,41,95,13
2024,1062,Duquesne,11,32,1.43841045,7.713967234,9.152377683,61.80860203,4.779017457,150,28,67.39352045,264,,286,,0.472222222,0.444444444,0.027777778,17,16,82,18,161,154,180,168,107,249
2024,1061,Florida,7,64,12.26022523,6.189062181,18.44928742,80.20537281,20.49247838,13,45,72.77882479,18,,19,,0.416666667,0.222222222,0.194444444,15,8,20,5,76,205,23,88,161,41
2024,1060,Florida Atlantic,8,64,11.99116971,4.665106643,16.65627635,45.60353465,-2.975164867,15,76,69.42005681,120,,58,,0.636363636,0.333333333,0.303030303,21,11,28,39,201,48,90,53,58,114
2024,1059,Gonzaga,5,16,15.17375556,6.434447833,21.6082034,-8.539132131,7.237854475,9,40,69.73364953,109,,314,,1.029411765,0.235294118,0.794117647,35,8,13,251,146,2,26,2,3,41
2024,1058,Grambling St.,16,64,-6.415430562,-1.441503304,-7.856933866,-34.3145599,-43.89789136,298,206,65.56449219,339,,309,,0.363636364,0.393939394,-0.03030303,12,13,276,346,336,249,141,193,240,169
2024,1057,Grand Canyon,12,32,6.276234417,6.358794096,12.63502851,5.647900348,-13.81698728,65,42,69.61920652,115,,102,,0.735294118,0.264705882,0.470588235,25,9,50,153,246,26,42,21,28,60
2024,1056,Houston,1,16,11.20561443,17.60844135,28.81405578,-30.67957212,22.70696555,19,1,65.03078079,347,,7,,1.054054054,0.216216216,0.837837838,39,8,3,337,67,1,18,1,1,41
2024,1055,Howard,16,68,-0.231764304,-6.066605186,-6.29836949,31.39562602,-5.420165729,179,319,68.90348005,155,,127,,0.454545455,0.454545455,0,15,15,248,79,209,171,194,189,161,224
2024,1054,Illinois,3,8,17.26126173,5.206241501,22.46750323,5.826566766,9.735296764,4,65,70.23239125,81,,283,,0.605263158,0.315789474,0.289473684,23,12,10,152,131,68,73,59,40,138
2024,1053,Iowa St.,2,16,7.750016505,16.22844785,23.97846435,4.253357749,-36.35088911,46,2,68.07112934,218,,17,,0.888888889,0.25,0.638888889,32,9,8,156,323,6,33,5,4,60
2024,1052,James Madison,12,32,8.321448077,5.380961667,13.70240974,33.70422064,2.124505709,36,60,70.49802719,73,,132,,0.911764706,0.323529412,0.588235294,31,11,43,70,178,4,80,8,6,114
2024,1051,Kansas,4,32,8.295300905,11.15254533,19.44784623,-5.577130575,19.67813865,37,10,69.80414775,100,,9,,0.484848485,0.454545455,0.03030303,16,15,18,225,81,139,194,166,131,224
2024,1050,Kentucky,3,64,17.31137604,4.582600222,21.89397626,30.94870403,6.493671321,3,79,73.26536284,13,,273,,0.606060606,0.272727273,0.333333333,20,9,12,81,150,67,46,41,65,60
2024,1049,Long Beach St.,15,64,2.012929481,-0.780253575,1.232675906,45.55165232,-36.1186456,132,193,72.41762589,22,,313,,0.529411765,0.382352941,0.147058824,18,13,152,40,321,108,129,107,95,169
2024,1048,Longwood,16,64,-0.302037305,1.452950208,1.150912903,40.00002645,-20.8021444,183,135,67.95045749,231,,272,,0.448275862,0.275862069,0.172413793,13,8,153,52,276,178,47,95,209,41
2024,1047,Marquette,2,16,11.16464299,9.987220085,21.15186307,-21.12764775,30.32124721,20,15,70.3989637,78,,32,,0.810810811,0.27027027,0.540540541,30,10,15,312,43,18,45,13,10,79
2024,1046,McNeese St.,12,64,6.54943152,3.141057776,9.690489296,15.42834421,24.50427435,60,106,66.62941267,307,,226,,0.8,0.266666667,0.533333333,24,8,73,116,58,19,44,14,33,41
2024,1045,Michigan St.,9,32,8.132240832,11.91121988,20.04346071,-11.4766112,69.54247226,39,6,66.7315562,300,,73,,0.617647059,0.147058824,0.470588235,21,5,17,268,5,60,1,21,58,4
2024,1044,Mississippi St.,8,64,8.08624363,10.65523976,18.74148339,36.40958323,14.29356534,40,12,68.37656852,200,,159,,0.4,0.257142857,0.142857143,14,9,19,63,103,217,35,108,187,60
2024,1043,Montana St.,16,68,-2.189660488,-2.616932214,-4.806592702,38.83241317,-31.4979809,220,236,69.23398465,131,,145,,0.3125,0.53125,-0.21875,10,17,229,55,312,294,245,277,291,271
2024,1042,Morehead St.,14,64,1.898093033,3.038701936,4.936794969,-14.42817764,-46.73794199,135,109,65.92063733,327,,267,,0.387096774,0.35483871,0.032258065,12,11,113,283,340,231,108,158,240,114
2024,1041,Nebraska,8,64,7.746470585,7.452676057,15.19914664,17.79547832,-5.649402684,47,31,69.7549086,103,,18,,0.676470588,0.294117647,0.382352941,23,10,36,110,212,41,53,34,40,79
2024,1040,Nevada,10,64,7.178855416,5.982170084,13.1610255,-13.05959148,-13.09536858,53,52,68.11066059,216,,134,,0.612903226,0.35483871,0.258064516,19,11,47,276,243,63,108,68,81,114
2024,1039,New Mexico,11,64,8.736180918,8.132325283,16.8685062,8.215751224,0.571888969,34,26,73.14768448,15,,53,,0.6,0.2,0.4,21,7,26,141,186,72,14,29,58,22
2024,1038,North Carolina,1,16,12.90952621,11.54787591,24.45740212,17.91525866,-3.105299829,12,9,70.94713614,52,,125,,0.783783784,0.243243243,0.540540541,29,9,7,108,203,23,28,13,12,60
2024,1037,North Carolina St.,11,4,7.778171822,3.920365944,11.69853777,32.97050226,1.348548371,45,95,68.84346726,159,,150,,0.384615385,0.307692308,0.076923077,15,12,58,74,181,232,63,134,161,138
2024,1036,Northwestern,9,32,9.604260268,5.264640849,14.86890112,76.367134,-20.82943041,29,63,65.33290584,342,,45,,0.235294118,0.470588235,-0.235294118,8,16,38,6,277,333,208,287,327,249
2024,1035,Oakland,14,32,2.1509264,-0.785750332,1.365176068,-27.3728117,-18.08278811,129,194,67.59850212,252,,294,,0.666666667,0.444444444,0.222222222,24,16,151,330,266,42,180,82,33,249
2024,1034,Oregon,11,32,7.779312819,5.620543589,13.39985641,40.65979537,-13.42861499,44,57,68.45699239,191,,203,,0.444444444,0.388888889,0.055555556,16,14,44,51,244,181,136,142,131,198
2024,1033,Purdue,1,2,18.60866843,9.801479515,28.41014795,-3.850575058,30.85259408,2,17,68.10560457,217,,76,,0.717948718,0.153846154,0.564102564,28,6,4,214,41,28,3,9,15,13
2024,1032,Saint Mary's,5,64,7.52328794,9.799249741,17.32253768,-67.99635859,1.909726619,49,18,63.69756806,359,,287,,0.875,0.28125,0.59375,28,9,24,361,179,7,50,7,15,60
2024,1031,Saint Peter's,15,64,-6.80866531,4.314338812,-2.494326498,-32.30755406,-24.51883554,304,89,65.1166608,346,,230,,0.35483871,0.387096774,-0.032258065,11,12,195,340,293,256,134,202,260,138
2024,1030,Samford,13,64,4.897607202,0.966678042,5.864285244,-28.24121045,-12.84320145,83,144,73.54650701,8,,112,,0.8125,0.3125,0.5,26,10,105,332,242,16,70,18,24,79
2024,1029,San Diego St.,5,16,6.06024923,11.08664035,17.14688958,33.1358724,0.153007423,72,11,67.33120087,266,,87,,0.657142857,0.2,0.457142857,23,7,25,73,191,43,14,24,40,22
2024,1028,South Carolina,6,64,7.244597577,4.792749613,12.03734719,9.319986701,-29.4422328,52,75,64.34675183,354,,211,,0.411764706,0.382352941,0.029411765,14,13,56,134,303,211,129,167,187,169
2024,1027,South Dakota St.,15,64,2.741259911,0.480218769,3.22147868,18.49900365,-74.61304492,122,153,68.83585022,160,,166,,0.7,0.366666667,0.333333333,21,11,130,107,358,35,116,41,58,114
2024,1026,Stetson,16,64,3.520937248,-6.570932209,-3.049994961,45.47157318,18.99583989,108,326,67.21948296,273,,84,,0.4375,0.75,-0.3125,14,24,199,41,87,187,338,311,187,347
2024,1025,TCU,9,64,7.999605926,7.60608206,15.60568799,-8.496547692,24.07702176,41,30,70.52822423,71,,190,,0.705882353,0.411764706,0.294117647,24,14,35,250,59,32,151,58,33,198
2024,1024,Tennessee,2,8,11.78360556,15.00686512,26.79047068,-1.420691495,47.02874263,16,3,69.74154004,106,,49,,0.583333333,0.194444444,0.388888889,21,7,6,190,17,79,11,33,58,22
2024,1023,Texas,7,32,10.48247471,7.159687026,17.64216174,-18.16610334,-24.36119378,22,34,68.69832312,171,,99,,0.823529412,0.382352941,0.441176471,28,13,23,299,292,14,129,26,15,169
2024,1022,Texas A&M,9,32,9.315989627,6.836483597,16.15247322,16.62183569,-36.63854712,31,35,67.30898757,267,,295,,0.542857143,0.228571429,0.314285714,19,8,31,115,324,99,25,47,81,41
2024,1021,Texas Tech,6,64,10.41369693,6.341406302,16.75510323,-9.18123716,13.70601836,23,43,67.49681847,258,,90,,0.323529412,0.617647059,-0.294117647,11,21,27,254,107,277,289,305,260,326
2024,1020,UAB,12,64,6.476320527,-0.083322911,6.392997616,58.29885632,9.631709013,62,173,68.97692178,149,,323,,0.617647059,0.529411765,0.088235294,21,18,103,22,132,60,241,131,58,284
2024,1019,Utah St.,8,32,6.516000371,4.395198927,10.9111993,-18.26862449,-16.53415144,61,86,70.09657317,87,,103,,0.575757576,0.181818182,0.393939394,19,6,65,300,259,84,7,31,81,13
2024,1018,Vermont,13,64,2.070264233,6.162910556,8.233174788,41.00052214,20.99478749,130,46,64.71273676,351,,248,,0.484848485,0.333333333,0.151515152,16,11,95,50,73,139,90,104,131,114
2024,1017,Virginia,10,68,-0.245026683,10.62554501,10.38051833,-51.73904565,4.065961998,180,13,61.81459222,362,,3,,0.5,0.323529412,0.176470588,17,11,70,357,166,132,80,94,107,114
2024,1016,Wagner,16,64,-9.285576471,0.449890305,-8.835686166,22.55595278,-23.60338219,331,155,63.29360386,360,,265,,0.233333333,0.466666667,-0.233333333,7,14,292,103,286,337,202,285,339,198
2024,1015,Washington St.,7,32,6.267525581,7.776269171,14.04379475,45.39565293,9.242937719,66,27,66.25044181,319,,83,,0.6,0.257142857,0.342857143,21,9,42,42,135,72,35,38,58,60
2024,1014,Western Kentucky,15,64,-0.039930465,3.79855694,3.758626474,8.505805003,0.329418899,175,96,75.68683253,1,,206,,0.677419355,0.419354839,0.258064516,21,13,119,139,189,39,163,68,58,169
2024,1013,Wisconsin,5,64,11.41111711,6.770297762,18.18141487,39.39428017,-81.56034442,18,37,66.52803932,309,,20,,0.444444444,0.222222222,0.222222222,16,8,21,54,360,181,23,82,131,41
2024,1012,Yale,13,32,3.805086513,5.026609667,8.831696181,-9.589642353,1.175905478,104,69,66.35885091,315,,262,,0.64516129,0.387096774,0.258064516,20,12,84,256,183,46,134,68,65,138
2023,1011,Alabama,1,16,12.84981556,15.07272712,27.92254268,13.7067627,-56.42773072,10,2,73.29085545,3,,5,,0.657894737,0.131578947,0.526315789,25,5,1,129,339,40,3,12,24,6
2023,1010,Arizona,2,64,13.72545447,7.490847915,21.21630239,14.6672553,9.000035105,5,42,72.78128918,9,,100,,0.72972973,0.189189189,0.540540541,27,7,10,121,140,20,13,9,17,25
2023,1009,Arizona St.,11,64,1.385519559,9.232290469,10.61781003,24.61079925,-26.52073451,137,23,69.55791158,109,,257,,0.552631579,0.473684211,0.078947368,21,18,73,93,275,97,204,142,60,285
2023,1008,Arkansas,8,16,6.781806912,10.61185615,17.39366306,-16.69461668,20.01459241,55,15,70.40180228,61,,45,,0.648648649,0.378378378,0.27027027,24,14,22,269,98,46,132,67,29,185
2023,1007,Auburn,9,32,8.002446569,9.858779793,17.86122636,17.48195477,24.19653002,39,20,68.9407546,146,,122,,0.5,0.205882353,0.294117647,17,7,19,111,83,141,20,60,127,25
2023,1006,Baylor,3,32,14.31146293,3.963584694,18.27504762,-27.49676505,46.10654052,4,80,67.88885215,198,,57,,0.617647059,0.382352941,0.235294118,21,13,18,306,28,63,136,76,60,163
2023,1005,Boise St.,10,64,5.13625597,7.518810624,12.65506659,13.70075919,8.373782325,76,40,66.93692296,262,,47,,0.441176471,0.352941176,0.088235294,15,12,56,131,143,187,107,139,168,140
2023,1004,Colgate,15,64,7.522324312,-1.113442904,6.408881408,-32.22652561,-19.20664773,46,195,68.78529505,154,,281,,0.382352941,0.205882353,0.176470588,13,7,96,320,255,235,20,102,207,25
2023,1003,College of Charleston,12,64,5.240247553,6.075207908,11.31545546,-32.04888992,31.34975415,74,57,72.05233394,24,,108,,0.794117647,0.264705882,0.529411765,27,9,69,319,59,8,51,10,17,66
2023,1002,Connecticut,4,1,13.54736009,9.230222657,22.77758275,7.637725828,-9.092682206,6,24,67.71122421,208,,97,,0.725,0.15,0.575,29,6,6,153,217,21,5,4,8,13
2023,1001,Creighton,6,8,9.189096452,9.166357785,18.35545424,-32.47568144,-12.27674866,27,26,68.64329886,165,,46,,0.5,0.263157895,0.236842105,19,10,17,321,231,141,47,75,86,90
2023,1000,Drake,12,64,7.056462763,7.143616055,14.20007882,37.7206949,-68.07114676,50,47,67.28346723,237,,101,,0.529411765,0.323529412,0.205882353,18,11,42,57,347,118,91,87,106,116
2023,999,Duke,5,32,9.927994044,10.31560888,20.24360292,-23.39692354,-71.71865798,20,17,66.07854325,305,,128,,0.710526316,0.210526316,0.5,27,8,11,293,350,25,22,18,17,45
2023,998,Fairleigh Dickinson,16,32,-0.350291047,-10.29649859,-10.64678963,37.26348321,-37.86940811,178,355,69.58542753,106,,315,,0.454545455,0.484848485,-0.03030303,15,16,306,59,295,174,212,195,168,236
2023,997,Florida Atlantic,9,4,7.03912377,7.468043453,14.50716722,-6.588026915,7.69235379,51,43,68.90138179,149,,174,,0.846153846,0.256410256,0.58974359,33,10,39,223,147,4,43,3,2,90
2023,996,Furman,13,32,9.728544005,1.607596996,11.336141,29.64617421,10.97378359,23,131,69.39432528,118,,309,,0.787878788,0.454545455,0.333333333,26,15,68,80,130,10,189,50,21,209
2023,995,Gonzaga,3,8,20.32345396,5.689048927,26.01250289,8.577388169,7.543851555,1,60,70.9775027,43,,144,,0.756756757,0.162162162,0.594594595,28,6,3,149,148,12,9,2,10,13
2023,994,Grand Canyon,14,64,5.988294542,-0.496385547,5.491908994,42.13972823,66.26245404,63,179,66.46971582,287,,222,,0.529411765,0.588235294,-0.058823529,18,20,103,49,9,118,283,207,106,319
2023,993,Houston,1,16,12.09038447,15.13335543,27.22373991,-40.96033729,-17.96440357,12,1,65.00906272,334,,241,,0.789473684,0.236842105,0.552631579,30,9,2,342,250,9,36,7,6,66
2023,992,Howard,16,64,-0.782773078,-1.73378966,-2.516562738,-38.49967095,14.23500445,190,214,69.9939506,82,,13,,0.545454545,0.303030303,0.242424242,18,10,196,336,117,104,73,74,106,90
2023,991,Illinois,9,64,6.606994415,8.380458933,14.98745335,-15.78018328,22.52170026,57,34,70.21571808,73,,203,,0.666666667,0.575757576,0.090909091,22,19,35,262,89,38,266,138,47,303
2023,990,Indiana,4,32,8.865686193,8.300470303,17.1661565,-24.28070612,-25.8926754,31,35,69.06619143,140,,80,,0.75,0.388888889,0.361111111,27,14,24,297,274,14,140,41,17,185
2023,989,Iona,13,64,6.134011231,6.651662837,12.78567407,-2.264412077,2.942339852,61,53,69.61589366,105,,44,,0.885714286,0.371428571,0.514285714,31,13,55,196,168,2,125,15,4,163
2023,988,Iowa,8,64,14.52092457,1.207796743,15.72872132,51.48205594,20.94522338,2,140,70.47442874,57,,68,,0.636363636,0.363636364,0.272727273,21,12,30,27,93,53,117,65,60,140
2023,987,Iowa St.,6,64,4.114433197,11.88930527,16.00373847,-10.72226666,29.94777497,97,8,65.43733874,326,,49,,0.588235294,0.441176471,0.147058824,20,15,29,243,64,74,176,116,72,209
2023,986,Kansas,1,32,9.301974682,12.05648625,21.35846094,-3.647886404,54.18794575,26,7,69.98859713,83,,333,,0.631578947,0.210526316,0.421052632,24,8,9,206,21,54,22,30,29,45
2023,985,Kansas St.,3,8,5.980265062,8.645898103,14.62616316,22.16682667,38.21157243,64,30,70.45348622,60,,16,,0.5,0.5,0,18,18,37,100,45,141,222,189,106,285
2023,984,Kennesaw St.,14,64,0.060819521,1.905772983,1.966592504,1.815074944,-6.144130464,169,127,69.62578162,104,,244,,0.375,0.25,0.125,12,8,141,174,209,241,42,123,238,45
2023,983,Kent St.,13,64,4.348657499,7.511622035,11.86027953,51.91382207,1.370914871,93,41,68.93264908,147,,117,,0.617647059,0.294117647,0.323529412,21,10,64,25,172,63,63,51,60,90
2023,982,Kentucky,6,32,12.3718756,6.532269707,18.90414531,20.07166623,18.58478138,11,55,67.17511561,247,,149,,0.485714286,0.257142857,0.228571429,17,9,15,106,106,144,44,78,127,66
2023,981,Louisiana Lafayette,13,64,5.272328316,0.760804094,6.03313241,29.71112186,-45.7676718,72,156,69.18037845,132,,14,,0.580645161,0.225806452,0.35483871,18,7,98,79,323,81,27,44,106,25
2023,980,Marquette,2,32,11.72571692,7.442859959,19.16857688,54.74576608,-50.93263092,13,44,69.48334452,114,,326,,0.648648649,0.432432432,0.216216216,24,16,13,22,333,46,164,82,29,236
2023,979,Maryland,8,32,7.79259891,7.809813098,15.60241201,-28.74937763,-99.00990099,43,36,65.59938587,322,,19,,0.72972973,0.297297297,0.432432432,27,11,31,313,362,20,65,25,17,116
2023,978,Memphis,8,64,9.321337218,9.877213173,19.19855039,78.10431024,-33.08577134,25,19,72.14581108,21,,323,,0.444444444,0.277777778,0.166666667,16,10,12,5,287,186,57,106,145,90
2023,977,Miami FL,5,4,13.42451366,2.990121466,16.41463513,80.54934081,6.733685976,7,99,69.26425126,128,,338,,0.605263158,0.236842105,0.368421053,23,9,27,3,153,67,36,38,35,66
2023,976,Michigan St.,7,16,8.488028725,7.636141505,16.12417023,20.66964494,-3.834552559,34,38,66.0722783,307,,93,,0.555555556,0.444444444,0.111111111,20,16,28,105,194,96,179,128,72,236
2023,975,Mississippi St.,11,68,1.475610763,11.75247123,13.22808199,-17.09016536,-3.879644332,136,9,65.06771887,333,,210,,0.257142857,0.4,-0.142857143,9,14,51,273,195,323,147,242,318,185
2023,974,Missouri,7,32,11.28409238,1.605485831,12.88957821,-0.405417323,-72.18512075,14,132,69.96504526,84,,227,,0.694444444,0.472222222,0.222222222,25,17,53,184,352,32,203,79,24,265
2023,973,Montana St.,14,64,0.08280649,3.619369474,3.702175963,-10.3878937,-3.168451348,168,87,67.67278067,215,,264,,0.454545455,0.272727273,0.181818182,15,9,119,241,188,174,54,97,168,66
2023,972,Nevada,11,68,4.370386141,5.041692401,9.412078542,24.05123762,-43.09662765,92,69,67.15737302,249,,53,,0.59375,0.375,0.21875,19,12,82,95,316,71,131,81,86,140
2023,971,North Carolina St.,11,64,9.180059384,4.505343711,13.68540309,-0.968482764,40.93523167,28,76,70.24214172,71,,195,,0.628571429,0.4,0.228571429,22,14,46,186,37,55,147,78,47,185
2023,970,Northern Kentucky,16,64,-0.745984687,2.319053374,1.573068686,-35.62192591,-37.30151158,188,115,63.94140654,354,,126,,0.515151515,0.454545455,0.060606061,17,15,146,331,293,122,189,157,127,209
2023,969,Northwestern,7,32,3.407248592,10.29424885,13.70149744,7.391315141,97.58406037,107,18,65.74947911,315,,288,,0.428571429,0.342857143,0.085714286,15,12,45,154,2,199,100,141,168,140
2023,968,Oral Roberts,12,64,9.082705532,2.610569914,11.69327545,-17.15959318,11.27463716,29,104,71.04601172,41,,160,,1.129032258,0.419354839,0.709677419,35,13,66,274,128,1,157,1,1,163
2023,967,Penn St.,10,32,10.16855442,3.07804535,13.24659977,31.85395237,39.36457038,17,96,65.77656325,314,,76,,0.5,0.342105263,0.157894737,19,13,50,74,43,141,99,108,86,163
2023,966,Pittsburgh,11,32,8.734641983,1.474561273,10.20920326,-24.01523577,19.4367635,32,133,68.33384934,183,,280,,0.594594595,0.297297297,0.297297297,22,11,77,296,104,68,65,58,47,116
2023,965,Princeton,15,16,3.656503828,1.218019145,4.874522973,-7.256896381,8.274445979,103,138,68.45491267,171,,289,,0.366666667,0.433333333,-0.066666667,11,13,111,226,144,252,170,216,264,163
